f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,core_loss
-0.15863484,-1.0356537,-1.674683,-0.48630792,-0.053782552,1.7679299,0.13027452,0.9827395,-0.4992956,-1.1849438,0.012210006
-0.96511674,-0.72522604,2.1284697,-0.8213867,0.8384892,-0.90292716,0.93157303,0.38495097,-0.15663789,-0.040762525,0.23241995
-0.6547877,0.4460722,-0.45498347,-1.2256057,-1.2779375,0.17258792,1.5790913,0.1599916,-0.11863833,0.28582615,-0.14111663
1.3060018,0.2193825,-0.41092724,1.1062887,0.42875645,1.535756,0.18323444,-1.2244691,-1.3681592,1.6509279,0.41777113
1.7236657,-0.1795192,-0.38318732,1.4614443,-1.1070457,-0.894727,0.6433268,-0.39460513,-0.0051218667,-0.1634429,0.5233602
0.33757454,1.4074819,0.090584904,0.6439388,-2.050172,-0.0487184,-0.84323025,-1.2188131,-0.8781524,-0.33412343,0.3193886
0.91590255,-1.3263928,0.030631492,-0.48416942,-0.3276731,1.0027578,0.53811544,1.337398,-0.15450568,-0.69594264,0.5780398
-0.22385882,0.24249679,0.17657335,-1.084388,0.09048978,0.22822833,2.517474,1.8768446,-0.85324335,-0.28738335,-0.23815502
-1.463442,-0.590707,0.315605,1.2058536,-0.72908384,-0.65414643,-2.147289,-0.16266592,-1.0624144,-0.52943945,-0.69257665
-0.8768608,-0.094262555,-1.7577283,-1.4670452,2.1292472,-1.2874225,-1.0967855,1.8369136,2.9050672,-1.1715666,-0.54623824
-0.36824897,0.34155557,1.7286977,-0.98685706,-0.24527785,0.77733755,0.43476608,-0.37615606,-0.13382296,-1.3748958,-0.07935258
-0.23817374,-0.2663875,0.2321699,-0.55532724,0.4715385,1.0127158,0.15542933,0.3517564,0.053155348,8.439309e-05,-0.12091143
-0.72155803,0.31649426,-0.0972866,2.0931683,1.573355,0.38584656,-0.76305723,-1.1124115,1.1911429,0.26274922,-0.00720407
0.4801434,-1.744586,0.9274385,0.45442033,-1.1104307,-0.4715248,0.2637172,0.0524668,-0.29217118,-0.10348827,0.47757447
-0.25197738,0.15256251,1.4714919,-2.5666585,-0.23685026,0.17651242,0.29599398,-0.3719146,-1.7567217,0.32799548,0.32319647
1.7273502,-1.5338614,0.863828,-0.32852522,-0.061324347,-1.0528985,-0.33445618,1.3000445,0.58265525,1.7323116,0.7127819
1.1774119,0.43908668,1.7439345,0.43899316,0.82798815,-0.29657096,0.066545814,-0.6974238,0.9895839,-1.1783036,0.27773872
0.78235036,-0.19065106,1.1712471,0.750869,1.8206462,0.7307747,-1.5720402,-0.066953175,-1.1720072,-0.51827985,0.33133295
1.5112284,0.6375338,-0.69893044,-1.0137174,0.032782093,-1.2165601,-0.67114025,0.31200948,1.1553121,0.6087615,0.5343661
-2.2912896,0.30436674,0.07203358,0.41389027,1.6162096,-2.0632384,-0.59110343,0.5909063,-1.5815943,1.475949,-0.704348
0.36835662,0.84658396,-0.57094365,0.8137637,1.0684716,0.23287801,0.2344009,0.27034324,-0.86334527,-0.14752868,0.3421469
-0.15252253,0.38339385,0.9998242,-1.058536,-0.12500903,1.4814556,-0.7435882,-0.82225,0.2023062,0.8443852,0.4057036
0.011426056,1.3289605,0.856794,0.84182006,0.5541165,2.3276532,-0.20516169,-2.0035224,1.6042544,-0.45769942,0.22128773
0.10788044,1.3095506,-1.6022595,-1.2516472,-1.601278,-0.7941363,0.43963662,0.52418786,0.27627417,-1.4127659,-0.09498575
-2.3101034,0.054353584,-0.47177604,0.45938578,0.70195365,0.13824143,0.7601331,0.22921138,0.5300647,-0.7046733,-0.66188186
-0.17961141,0.19677609,0.82052845,-0.39374116,0.5211673,-0.2658388,-0.11754217,0.82951903,-1.9930604,-1.2964723,0.024117215
-1.4821854,-2.333616,-0.67826444,0.7494339,-0.28488407,0.19779009,1.0892175,1.3276862,-0.06913794,1.3535858,0.38612092
0.09212666,-0.83739823,-0.59440035,-1.4805365,-0.8881339,-0.3580167,0.803585,1.7207699,-1.3821815,0.39282748,-0.004289672
-1.0405439,0.47469708,-0.13108665,-1.8309058,0.928297,-0.60500073,-0.53390026,-1.0697525,-0.6542833,0.42789045,-0.4724655
-0.18924434,0.328662,0.36192185,1.3206617,-0.34278616,-1.4768578,1.0672225,-0.33148816,1.1145924,0.3833771,-0.24990201
-0.13113753,0.3487759,1.9510126,2.0769806,0.06938113,0.1601906,1.0762402,-0.84566104,0.33307037,-0.025862848,-0.44524732
0.31390822,-0.8333688,-1.5895675,-2.0729835,-1.1173841,-0.4586753,-0.29319158,1.9372312,1.1059934,-0.9620911,-0.2118261
0.34770846,-0.40707824,-0.28436384,0.18532565,0.61917114,-0.3392585,1.0638515,-1.1419382,0.0063390625,2.5976737,0.08046961
0.22307974,1.4332145,0.091520175,0.5807771,-0.056783196,-0.17040758,-0.7794824,0.43030137,-0.85153717,0.6655852,0.34033304
1.085287,0.3665314,-0.28624874,0.45396557,-0.30867305,0.9355471,-1.8314061,-0.33560738,-1.990812,-1.4950608,0.3524512
1.3638623,0.895185,-0.7194802,-1.5025035,-2.9645288,-0.54349554,2.420415,0.43488428,-0.5595723,0.4650802,0.4064456
-1.5609584,-0.29732338,0.09947747,-0.08610065,0.7908061,0.34464523,0.668326,-0.68837225,0.8978154,1.628937,-0.4295123
-0.9701495,-0.88769567,1.3357843,-0.191344,1.4038213,-0.4425357,1.4550456,0.13148582,0.2582288,1.564718,-0.017228344
-0.36177048,-0.9411221,-0.4485642,0.45233396,-1.5657591,0.6374709,-0.53877133,1.1478126,-2.3942604,-0.7865658,-0.11491242
-1.6864681,-0.82622945,0.2476659,-0.17922662,-0.25337756,-0.15918487,0.20338824,-1.0085361,0.70684963,0.66266596,-0.32595786
0.38503793,0.55653346,0.296418,2.0350733,-0.08709417,-0.30708322,-0.7535276,-1.0322627,-1.2444718,-0.88879734,0.15365241
-0.07068038,0.33429512,0.05114206,-0.7655353,0.9001846,0.73941267,-0.15964831,-0.65291613,0.54842794,0.18797359,0.17435576
-1.4481273,-0.06798026,0.26203582,-0.8996948,0.18984339,-1.4548225,1.336186,1.24795,-0.25251734,0.36345434,-0.29365855
-2.409922,-1.1563476,-0.29377893,-1.0721331,0.7143965,1.9972966,-1.1766148,-0.8374634,0.23544838,1.6111162,-0.42987242
-1.2223743,0.24903612,1.8212988,-1.6517591,-1.2810692,-0.4236066,-0.5205884,0.81260127,0.24165972,-1.7749621,-0.1353908
0.5154104,-0.5775389,1.2744472,-0.62758756,-0.6366153,0.5411316,0.76292646,0.44809937,-1.6855973,0.53803444,0.28954867
-1.0343081,0.23527612,-1.4237344,0.44632214,-0.8065989,-1.2826346,0.71382016,0.24164452,-0.6139768,1.4511789,-0.11924837
-0.44065243,0.032107674,0.26891345,-0.6196659,0.4711363,-0.53345233,-0.41163832,1.3626426,-1.040586,-2.4127803,-0.18963183
1.610937,2.5493279,-0.40526927,-1.936838,-0.31048396,-0.28622296,-0.18992384,-1.1133881,0.5795611,0.5245074,1.2698627
-1.4944056,0.69919676,2.052685,0.17196034,-0.33732516,-0.14200321,0.6152568,-1.7306716,0.1643907,-0.39046395,-0.3999399
1.847825,-0.17417273,1.6678876,-1.1037407,0.5872592,0.31940025,-0.8690472,0.17739612,1.2125188,-0.3237917,0.8346444
-1.6919626,-0.017562827,-0.9024231,-0.34234095,-0.08158777,-1.7056522,-1.6156583,0.48206684,-0.52271867,-2.5647442,-0.66613156
0.78484404,0.27236974,-0.7138748,-1.3168302,0.8358079,0.34935063,2.3826022,0.4201886,0.38770315,-0.16692793,0.18315183
0.81677586,0.6250852,1.251725,-0.5213229,-0.43540746,-0.47910318,0.7908017,1.4983745,-0.4588405,-0.42477372,0.33302763
0.31407723,-0.2457615,0.95205367,-2.2517772,-0.82670504,-0.78241634,-2.3203561,-0.9636384,-0.9151561,-0.20110466,-0.055963006
1.112966,-0.24506065,-1.0308137,-0.05695454,1.0491736,-0.9759588,-0.9105749,0.558549,-0.22153611,0.6474847,0.3565466
-0.013646792,0.7016637,-1.0350782,-0.012084651,-0.21069002,-1.2158909,-1.563478,0.68574905,-0.3509524,-1.0222803,0.03437272
-0.096178934,1.1280189,-2.2807379,-1.4966387,-0.92288643,1.4611789,0.282587,0.76731724,-1.1401609,-1.1195359,-0.24952203
0.44781372,0.058274332,0.54873884,-0.18767099,0.27814373,0.15811908,0.77776736,0.80700827,-1.619872,-2.2472684,0.37144607
1.0017453,1.1877251,-1.020623,-1.8598354,0.09903482,0.9308382,1.7975945,0.5162976,-0.3717167,-0.8931306,0.14489013
0.011451292,-0.2992647,-1.0150679,2.0487556,1.7851684,1.1360487,-0.9208504,0.85501933,0.6396264,0.44254562,0.19039695
1.2496653,0.63537115,0.74001426,0.63690627,0.3407914,-1.7836112,0.08362108,-0.556192,-1.279841,1.6818166,0.013532313
1.7289953,1.3592206,0.2552134,1.3506252,0.0120531805,0.20279728,-1.0934714,0.3969913,0.060385928,-1.3026521,0.6898161
-0.05119711,-0.079729564,1.7975612,0.8942133,0.011445439,0.24878731,0.04421238,-0.20291398,-1.0824271,-0.15105188,-0.23392017
-0.7460983,-1.2503155,0.5112218,0.39126465,-1.7867075,-0.122684635,0.9957014,1.0592238,1.0258368,0.038913205,-0.1751704
-0.8450453,-1.0836989,0.3446049,0.37928003,1.2873311,1.0999796,-0.13222866,-1.2442058,-0.3191066,0.2172312,0.14009486
-0.20208324,-0.5778941,0.2528848,-0.50395775,-0.62806606,0.31145284,-0.4019926,0.24410439,0.27320403,-1.139429,0.09990291
-0.48124114,1.4377769,-1.1620795,-2.1166544,-1.8618451,0.029109947,0.030917278,-0.11761086,1.2141899,-2.6728344,-0.16167776
0.39593387,1.5614382,-1.1277808,-0.37980652,-0.7528919,-0.89434606,-0.326262,1.4274852,1.8373867,-0.33593923,0.34842318
1.9050602,0.035576478,1.7536911,-0.09329865,0.13105783,0.36547446,3.1788538,0.8512856,-0.70726454,0.9689979,0.74855095
-0.36183253,-0.48975018,0.90860134,0.031085588,0.27857593,0.013985222,0.33658314,0.4249659,-1.9369669,0.6665727,-0.0644308
-0.9820194,-1.4422991,-0.058411244,0.083981,-0.6935062,0.83103186,-1.3421751,-0.40694374,-0.58487415,-0.04658727,-0.13949712
0.2788643,-1.007893,0.7242827,0.06300237,-1.8919462,-1.9585915,-0.012319293,-0.22096732,-0.103420116,-0.027982457,-0.12056123
0.22555985,0.9476496,-1.1111048,-1.1719716,-1.0933238,0.28891668,1.2449474,-0.43133944,-2.5017,-1.7039928,-0.048707772
-0.8330367,-0.5577289,-0.4083886,0.03858112,-0.31174633,1.0493397,-0.6760173,-0.862318,0.47887555,-1.535642,-0.10406696
0.3896917,0.10255318,-0.14744249,1.5882761,-0.62220746,2.0602982,-0.22543144,-1.2770164,0.06991958,-1.0762452,0.45227346
-0.75175583,0.3970333,0.5555821,-0.6221677,0.9874051,1.1575078,1.4363017,0.5294134,1.3634287,-1.8807985,-0.10870311
-0.31790656,-0.8670052,0.11922586,-0.5714492,-0.16615784,1.8821748,-0.1697198,0.4137923,-0.23226933,0.075713284,-0.098915316
0.0060166805,0.44832405,1.1653075,1.647394,0.30962008,0.58954686,-1.1508645,-0.087876745,0.94028944,0.86596864,-0.32228166
0.21160974,0.88639396,0.4907667,1.2003063,0.28935915,-0.35569832,0.33584127,-2.9305944,0.38288572,-3.648413,0.21969122
-1.7234634,0.4517686,0.47752935,-1.1624287,-0.71210206,1.370541,-0.48403013,2.2429204,-0.0019198532,0.40803617,-0.731213
1.6168745,0.13102712,-1.002344,-0.10972745,-0.035610735,-1.3647417,-0.25583208,-0.7421921,0.9243578,0.034611873,0.55741036
-0.28279576,-0.10618193,0.22312202,0.6168142,-0.9997122,-1.0415876,1.1046792,-0.4123369,-1.4168421,0.4438127,-0.024238892
0.46336982,-1.5307152,0.22948171,0.73558307,0.37438646,0.6319815,-1.4042691,0.33104014,-0.30261976,-0.48279017,0.5577553
0.8705556,1.4792745,1.79437,1.3148079,-0.109734185,0.35272017,0.7668229,0.12117795,0.13076419,0.8237531,0.31504357
-0.059282646,-0.7292869,-0.41447306,0.63391036,0.0029932912,0.34021,0.67007923,-0.37484145,0.7562482,0.3788426,0.17315875
-1.2348131,1.4423048,-0.50074476,-1.6550953,-1.0450437,-1.0210452,0.05217332,-0.2738505,-0.33683196,0.619702,-0.16789688
0.33987537,0.31604788,0.40982845,0.61613464,-2.1079533,-0.36443827,-2.18021,0.036059927,-0.004632972,1.0455322,-0.13042164
1.1876343,0.20277505,-0.5003611,0.48516113,-0.5279176,-0.0013926515,0.9861363,-0.5577713,0.80567867,0.67740136,0.6378995
-0.95479184,0.9738941,0.6985663,0.10192589,-0.76232344,-0.859206,-0.53766257,0.5425945,-0.9556252,0.43751225,-0.24215537
-1.2417555,-0.20406859,0.10964775,2.44513,-1.3773156,1.4720145,0.14984241,0.4111719,0.11834791,0.44472682,-0.3455933
-0.15368511,1.4540502,-0.45647115,1.1322346,-0.6443671,-0.060251847,-1.0719626,0.4550237,1.4451259,-0.07735618,-0.0722935
-0.1968857,-1.114617,-0.22929266,-1.5927943,-0.912878,0.22678605,1.3190132,2.8092108,-0.5865851,1.4353001,0.23659508
0.24375248,-0.15124765,0.43259445,0.061916485,0.11039572,-0.40833315,-1.3981097,-1.5436252,0.6532449,-0.27670008,0.299713
-0.5960889,0.008505627,0.79493225,0.18036394,-0.6560549,1.226293,1.5791855,0.49455667,0.9736635,1.24196,-0.2214812
1.1300993,0.6140992,0.59834707,0.5196606,-1.0973377,0.7007232,-1.355814,-0.7945995,1.303565,0.84022015,0.3934525
1.4873983,-0.2716744,-1.1522489,-0.2404372,0.1020313,0.078988716,1.1336805,-0.36127043,0.35203448,-0.98862714,0.51846504
0.45031726,0.00310855,-0.7498133,-0.23582937,-0.18417574,-0.27015513,1.7713412,-0.098446004,-0.24389611,-2.097451,0.0117875
-0.89420736,-0.2630734,-0.68585265,1.3817075,-0.16493778,1.2884443,0.061704636,0.037227836,-0.088796444,0.0037962517,-0.08929483
1.7187951,-2.3196108,-2.0015457,-0.5431708,0.0145278815,0.6901044,0.4730872,-0.3842459,1.0190437,1.0301954,1.0934412
0.18405783,0.9626576,0.27264526,-0.561483,0.69781685,0.11061312,0.0013398468,1.4729536,-2.4508722,-1.4176842,0.15310968
-1.1870704,-0.36326066,-0.25460818,-1.5073256,-0.985158,-0.8608417,2.4574242,1.801742,-0.41174942,-0.3635833,-0.25492156
-1.149204,-1.9081304,-0.116880186,-0.99785197,-0.084850535,-1.6002059,-0.76197445,0.1486271,0.3662096,0.41747195,0.33167624
-1.3204889,0.8546857,-0.80021167,0.6328579,-0.010638677,-1.3763875,-0.3161977,0.36536375,0.6129654,-0.1409879,-0.34241974
1.5317789,1.0075108,-0.2566541,0.75012183,1.9337935,1.9604846,-1.2279999,-0.9265331,1.4849188,-1.0582811,0.6177009
-1.3225411,-0.48619413,0.42022672,-0.102396704,-0.6505636,-0.67421246,-0.7123371,-0.8795096,2.281633,0.29751107,-0.48636934
0.88675904,-0.48907748,-0.18595667,-0.71355397,-2.6517084,-1.3780093,-1.8106186,-2.2497838,-1.195359,1.3249557,0.26594874
-0.044436168,1.2905638,0.41098258,0.7825588,-0.90089697,0.52395093,0.7287142,-0.5766473,0.5595404,0.56618774,0.009298036
-0.5495526,-1.1227684,-1.1841283,0.08650554,0.32700986,-0.7925258,0.02658534,0.57053703,0.6181907,1.5518801,0.1043263
1.2769809,-1.0012914,1.6835862,-0.53097653,1.0448728,0.06798662,-0.41214937,-1.8076968,-0.1715645,-1.5593833,0.7871471
0.9672992,1.5167927,-0.796911,0.30197075,-0.7253915,-0.6284847,0.7744947,-0.038538262,1.739648,-0.48223248,0.6098468
0.99933636,0.09741341,0.79577804,-0.44715765,-0.049558837,-0.11549888,-0.8360571,0.66208154,0.650249,0.5935547,0.48583978
1.5369656,1.4493448,-0.3749447,0.37305233,-0.62360066,0.023355316,-0.59974945,1.6200703,0.36369815,-0.21802913,0.71334064
1.1936185,-2.1706154,-2.0141027,0.79583865,0.060468446,0.2504463,-1.3263961,-0.023233712,2.0035095,0.8241996,1.1960564
0.16970654,-0.43905392,-0.39457285,-2.1291978,0.25764042,0.8454831,-1.5756193,-0.6614169,-1.1574646,-0.9653512,-0.13789007
0.053481627,-2.084402,0.61427045,0.75385505,-0.2511026,-2.4807086,-0.99641865,1.2329019,-2.7779944,-0.34752342,0.76146877
-1.1800008,0.8045703,-0.675114,0.40395403,0.56546044,1.8362259,-0.20294194,0.37604436,-1.4850554,1.1904136,-0.31633377
-0.76050884,-0.5607542,-0.022247795,-1.5628843,0.22877003,0.9674663,0.29293382,-1.5888976,-0.12380929,0.7420289,-0.12055866
-1.8779888,-1.074766,0.8765436,0.27009544,0.41197157,1.8594948,0.46855277,0.657888,2.7107456,-0.21380456,-0.40390226
-0.79788274,0.4277964,0.43899104,-0.5267154,-1.032397,2.3098445,0.32684347,-0.7322854,0.91593033,-0.10914515,-0.39832833
-0.25288144,0.56227285,-1.2918823,0.35262722,1.9129548,0.46617767,-0.3762121,-0.5071053,-0.41033998,-0.25396267,0.021395735
-0.37780654,0.91631144,-1.7332091,0.86200005,-0.37968653,0.3769478,-1.1269879,1.328631,1.2456349,0.95959055,0.35045117
-1.5147548,0.82912105,0.4048551,-1.6052712,-0.024297385,0.3645345,0.5560753,0.17726137,0.29123142,1.4736114,-0.2572862
1.2260339,-2.867055,-0.31743854,-0.16465102,-1.7520986,0.09418306,1.2487577,-1.0865679,0.33640093,-0.91582346,1.3566067
-0.671912,1.4773936,-0.54255784,0.4622125,-1.8712181,1.8623176,0.60265243,-0.18249984,0.5755465,-1.4098195,0.10314621
1.1825308,-0.32398477,-0.20406951,-0.49165562,-0.5806514,0.6946706,0.25590685,0.6517481,-0.00879469,0.5131998,0.30952132
-0.41884875,2.2297318,-1.5679305,1.2609373,1.3679074,-0.8521588,2.2292736,0.9954903,0.971139,0.028022187,1.4043095
-0.21722616,-0.20940882,0.3905306,1.4011862,0.18131422,-0.91144365,0.82442707,0.92115074,0.6546595,0.7454989,-0.061476365
-0.27092814,-0.9289892,-0.86819345,-1.6354632,0.23694861,-0.08344878,-0.43998772,-2.9556189,-1.2473174,1.1208407,-0.13906145
-0.664626,0.36059168,-1.3906854,1.4387054,-0.14402767,0.2900404,2.3257797,1.5164402,-0.3065656,-0.5932202,0.22599761
-0.325545,0.50989825,-0.10522413,-0.39524415,1.4671812,-0.11420989,2.2995892,0.090742566,1.7853184,0.3573194,-0.26561934
0.9629606,-0.72461104,-0.8537592,0.45970595,0.9885532,0.0402565,-1.2863933,-1.3602583,-1.4271364,-1.7676221,0.47047085
0.10948536,1.1250439,-0.013415787,-2.2604148,-0.19076046,-0.162799,2.0959988,-1.457138,-0.3906776,1.7058526,0.5092979
0.44997835,0.56331307,0.11458444,0.32994354,0.7776095,-0.8094863,0.87805855,-1.373003,0.32836798,0.17874096,0.20026171
-0.6162931,-0.022685274,-0.6225402,-1.0717013,-0.35361475,-1.1039886,0.32279748,-1.1500854,0.711977,-1.1814791,-0.5292043
-0.5662949,-0.6246034,1.3251467,0.33028996,-0.2117338,0.49871945,-2.1071923,-0.04313359,1.9975141,0.13234651,-0.22511172
0.06791317,0.54812837,0.89560527,-1.9974667,-1.6823264,0.2102913,-0.71487653,1.3120253,-0.3151744,-1.9345307,0.3783962
-1.268014,-2.749676,-0.23412554,-0.18838413,-0.4244627,1.078879,1.1985198,-0.17038843,-2.1346936,0.61728156,0.7844802
0.55536026,0.30939156,0.98147976,-1.1648281,2.0087554,-0.9594278,0.74922293,-1.6873477,-0.9302647,1.5163686,0.26990142
-0.2608998,0.8399226,0.23695539,-0.104958154,1.3638504,-0.23665883,-1.7807381,-0.8032401,0.55119175,0.3955091,-0.004556305
-1.5670582,-0.7243425,-0.58172137,-0.3654696,-1.3759136,-0.6283711,-0.72861046,0.77153325,0.8091213,-0.14581046,-0.56542754
-0.3920398,0.13992432,-0.8165751,-1.1468321,-0.9402212,-0.6348132,-1.1634738,0.16205956,0.72971565,-1.5870984,-0.20115395
0.025128711,-0.21993579,0.3415087,-0.012938768,-1.4535993,-1.2623893,0.029423576,1.0287809,-2.2141874,0.34572658,0.14328569
1.189622,-0.15302588,0.5502025,-0.7030691,-0.1193662,-1.6209135,-2.3443434,0.9427658,-0.98499495,-0.45552784,0.55097735
-1.3864423,-1.4099697,-0.1738377,-0.7295772,0.377971,0.45253843,0.32084966,0.23860079,1.5777682,-1.0675938,-0.04311295
-0.054934867,1.1326898,1.2645398,-1.4217637,-0.31235543,1.358121,0.5080791,0.19526303,-0.21768469,-0.38380092,0.14039068
0.28821906,-0.2523741,-0.042578623,0.07859871,-0.6780715,0.53212935,2.9142447,-1.7769866,0.32401252,-0.76019007,-0.13673916
0.5774026,0.046557475,0.76185477,1.1755066,0.19242112,1.1320523,-2.344298,1.5904523,0.37506214,1.0778433,0.17359826
-1.2198757,-0.8307699,0.14593829,-0.017037889,0.2830686,1.0845152,-1.7652203,0.9738191,0.00828191,-0.20378186,-0.4498545
-1.4711152,0.50304866,-2.4141078,0.648394,-1.4921058,0.053457912,-0.11916884,1.1695381,-0.17865516,-0.6941386,-0.35528693
-0.5066027,1.2728828,0.53629696,-0.38562998,-0.23644643,-1.567177,0.3884742,-1.7598157,0.7517965,0.1286216,0.14553526
2.3869517,-1.1001356,-0.102662094,1.7982877,1.1913897,-0.69621205,0.22396743,0.0019993563,0.28195587,-0.69868046,0.8050223
-0.08932041,-1.5980524,0.13512345,0.45002067,-0.2274194,-1.6150509,0.9885319,0.36452505,-0.7260151,-0.28060046,0.18517846
-1.5006694,-1.0254102,-0.53781134,1.2284209,-0.6395034,0.64021367,-0.5383162,0.24794756,-0.14139551,0.8730566,-0.27250838
-0.5348113,-1.5725282,-1.3819491,-0.5318775,-1.2490599,0.410212,-0.46576816,2.3746066,-1.7377146,0.20363317,0.15007515
-1.127953,-0.49340135,0.14141947,-2.3253713,0.23682612,1.9029075,-0.4534383,0.25980785,1.0249217,-0.1639535,-0.097914815
-0.5809602,-2.2757363,0.64099073,-0.11316841,-1.0126839,0.1265967,-0.58368033,-0.5284261,0.6062912,-1.3383824,0.6502362
1.0473152,-1.3976861,-0.6627014,1.9229462,1.1273547,0.09760399,-0.94053024,-0.5292723,0.07327531,0.037523232,0.8020738
-0.09087093,-0.030832514,-0.21437511,-1.4419787,-0.5165107,0.91462404,-1.3683343,-0.18955551,-0.81975394,0.11135043,-0.19578587
-0.3886332,1.4773936,0.50658315,-1.3118032,0.671228,-0.7746519,-0.5769964,0.31381902,-0.4917474,0.8928558,0.15019293
-0.7745101,-0.61894655,-0.6563709,-0.5656387,1.0991915,0.6287963,1.709944,2.2676442,-1.030717,0.070419125,-0.23368767
-1.1762003,-0.77760595,-0.6300825,-1.0571549,-1.0518873,-0.14428438,-1.2167184,0.84212697,-0.9177535,2.809569,-0.31987295
-0.45138445,0.07201764,-1.2953411,1.7060918,1.1195006,0.29691586,-1.3468026,0.21066688,-1.121431,1.4623553,0.1928283
0.80919474,0.09543904,-2.4363756,-0.98341596,0.6877611,1.2128837,1.1091698,-1.592013,0.3015523,1.0155152,-0.27606958
-1.6583356,-0.007904516,0.2738424,-0.3007646,-1.8521619,-0.3256981,-0.32730544,-0.1480724,-0.56347144,-0.44301215,-0.6997148
-0.039706282,0.4424546,-0.30442676,-0.40964893,0.09235404,-1.920916,0.47703514,-0.0005630971,0.039693527,0.9607343,0.19027606
-1.9528155,-1.9738339,0.27380386,-0.007116855,0.17017694,-0.4621271,0.66435367,0.9326388,0.4839823,-0.26082847,0.01914437
-2.1076894,0.7692362,1.2217287,0.6445584,-0.8796424,0.6737944,0.8605297,1.5588162,-0.8761099,-0.22645459,-0.87882924
0.7472721,0.057410073,-1.1173276,0.4146163,0.5786616,0.087962896,0.21958493,-0.2587059,1.478279,-0.90069216,0.6533085
-0.58732074,0.010985513,0.87895405,-1.4973732,-1.3102968,-2.0377285,0.032695226,-1.1183058,-0.38455012,0.6613782,-0.114422
-0.64154273,0.23128203,-0.2993379,0.6721143,0.47512805,-0.6919337,-0.16865176,1.0437434,0.39337686,-1.396962,-0.082913704
0.6556181,-1.0846106,1.412513,1.0240989,0.28988546,0.15723285,-0.20903225,0.67852396,-0.37077817,0.23556986,0.30291015
0.87193435,-0.56180656,-0.61619276,-1.1943655,-1.0644728,-1.8283954,0.7298288,1.8089145,1.425329,-1.6260844,0.12696542
0.72485465,1.4221064,-0.45680997,0.10144743,-2.007893,0.26673618,-1.0635598,0.19963501,-1.5612029,0.54285824,0.3159179
1.0245126,-0.7831799,-1.1369226,-2.156023,-0.26641354,-0.58159393,-1.5510194,0.45301875,-0.4499704,-1.0757359,0.45916685
-0.5545724,1.0713046,0.6029369,-0.13002606,0.61910504,-1.1609119,0.0323701,0.14732233,-0.4698365,0.43545833,0.1950582
-0.7804335,0.5098207,0.5518588,-2.9171598,1.1903057,-3.0476325,-0.61604905,1.0253481,-0.31728673,-1.4661859,0.14864942
-1.093737,1.0269058,-1.9215045,1.1289911,-0.0551021,-1.1923953,-0.5831151,-1.0172243,0.8662252,0.73242784,0.13068363
-1.7191612,-0.4035921,-0.86318564,1.29351,-1.3500991,1.6042291,-0.03329474,-1.1619344,-0.67727417,-0.8016188,-0.59766406
-1.2746184,0.09482686,-1.2279155,-2.1803663,-0.37967646,-1.8028562,-0.75216085,-0.9091029,-0.87121606,2.0009632,-0.47612154
0.056411568,0.24537101,-1.7763983,-0.65396315,0.21530263,-1.0245289,0.9080628,-1.2026966,-0.28636613,-0.58605164,-0.20592014
